[Wed Apr 28 16:08:48 2021] 1374 SIGUSR1 sent, 1386 SIRUSR2 sent, 1643 SIGUSR1 received, 1386 SIGUSR2 received, avg 0.068 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:49 2021] 1379 SIGUSR1 sent, 1391 SIRUSR2 sent, 1648 SIGUSR1 received, 1391 SIGUSR2 received, avg 0.068 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:49 2021] 1389 SIGUSR1 sent, 1391 SIRUSR2 sent, 1658 SIGUSR1 received, 1391 SIGUSR2 received, avg 0.068 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:49 2021] 1399 SIGUSR1 sent, 1391 SIRUSR2 sent, 1668 SIGUSR1 received, 1391 SIGUSR2 received, avg 0.068 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:50 2021] 1403 SIGUSR1 sent, 1397 SIRUSR2 sent, 1672 SIGUSR1 received, 1397 SIGUSR2 received, avg 0.068 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:50 2021] 1403 SIGUSR1 sent, 1407 SIRUSR2 sent, 1672 SIGUSR1 received, 1407 SIGUSR2 received, avg 0.068 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:51 2021] 1403 SIGUSR1 sent, 1417 SIRUSR2 sent, 1672 SIGUSR1 received, 1417 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:52 2021] 1404 SIGUSR1 sent, 1426 SIRUSR2 sent, 1673 SIGUSR1 received, 1426 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:52 2021] 1414 SIGUSR1 sent, 1426 SIRUSR2 sent, 1683 SIGUSR1 received, 1426 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.082 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1435 SIRUSR2 sent, 1684 SIGUSR1 received, 1435 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1445 SIRUSR2 sent, 1684 SIGUSR1 received, 1445 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1455 SIRUSR2 sent, 1684 SIGUSR1 received, 1455 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1465 SIRUSR2 sent, 1684 SIGUSR1 received, 1465 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1475 SIRUSR2 sent, 1684 SIGUSR1 received, 1475 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1485 SIRUSR2 sent, 1684 SIGUSR1 received, 1485 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:53 2021] 1415 SIGUSR1 sent, 1495 SIRUSR2 sent, 1684 SIGUSR1 received, 1495 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.078 sec between SIGUSR2
[Wed Apr 28 16:08:54 2021] 1415 SIGUSR1 sent, 1505 SIRUSR2 sent, 1684 SIGUSR1 received, 1505 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.078 sec between SIGUSR2
[Wed Apr 28 16:08:54 2021] 1425 SIGUSR1 sent, 1505 SIRUSR2 sent, 1694 SIGUSR1 received, 1505 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.078 sec between SIGUSR2
[Wed Apr 28 16:08:54 2021] 1435 SIGUSR1 sent, 1505 SIRUSR2 sent, 1704 SIGUSR1 received, 1505 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.078 sec between SIGUSR2
[Wed Apr 28 16:08:54 2021] 1445 SIGUSR1 sent, 1505 SIRUSR2 sent, 1714 SIGUSR1 received, 1505 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:55 2021] 1450 SIGUSR1 sent, 1510 SIRUSR2 sent, 1719 SIGUSR1 received, 1510 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:55 2021] 1450 SIGUSR1 sent, 1520 SIRUSR2 sent, 1719 SIGUSR1 received, 1520 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.078 sec between SIGUSR2
[Wed Apr 28 16:08:56 2021] 1453 SIGUSR1 sent, 1527 SIRUSR2 sent, 1722 SIGUSR1 received, 1527 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.078 sec between SIGUSR2
[Wed Apr 28 16:08:56 2021] 1463 SIGUSR1 sent, 1527 SIRUSR2 sent, 1732 SIGUSR1 received, 1527 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:57 2021] 1466 SIGUSR1 sent, 1534 SIRUSR2 sent, 1735 SIGUSR1 received, 1534 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:58 2021] 1470 SIGUSR1 sent, 1540 SIRUSR2 sent, 1739 SIGUSR1 received, 1540 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:08:59 2021] 1480 SIGUSR1 sent, 1540 SIRUSR2 sent, 1749 SIGUSR1 received, 1540 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:08:59 2021] 1490 SIGUSR1 sent, 1540 SIRUSR2 sent, 1759 SIGUSR1 received, 1540 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:08:59 2021] 1500 SIGUSR1 sent, 1540 SIRUSR2 sent, 1769 SIGUSR1 received, 1540 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:08:59 2021] 1510 SIGUSR1 sent, 1540 SIRUSR2 sent, 1779 SIGUSR1 received, 1540 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:00 2021] 1518 SIGUSR1 sent, 1542 SIRUSR2 sent, 1787 SIGUSR1 received, 1542 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:00 2021] 1518 SIGUSR1 sent, 1552 SIRUSR2 sent, 1787 SIGUSR1 received, 1552 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:00 2021] 1518 SIGUSR1 sent, 1562 SIRUSR2 sent, 1787 SIGUSR1 received, 1562 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:01 2021] 1525 SIGUSR1 sent, 1565 SIRUSR2 sent, 1794 SIGUSR1 received, 1565 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:01 2021] 1535 SIGUSR1 sent, 1565 SIRUSR2 sent, 1804 SIGUSR1 received, 1565 SIGUSR2 received, avg 0.069 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:02 2021] 1536 SIGUSR1 sent, 1574 SIRUSR2 sent, 1805 SIGUSR1 received, 1574 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:03 2021] 1541 SIGUSR1 sent, 1579 SIRUSR2 sent, 1810 SIGUSR1 received, 1579 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:04 2021] 1547 SIGUSR1 sent, 1583 SIRUSR2 sent, 1816 SIGUSR1 received, 1583 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:04 2021] 1547 SIGUSR1 sent, 1593 SIRUSR2 sent, 1816 SIGUSR1 received, 1593 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:04 2021] 1547 SIGUSR1 sent, 1603 SIRUSR2 sent, 1816 SIGUSR1 received, 1603 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:04 2021] 1547 SIGUSR1 sent, 1613 SIRUSR2 sent, 1816 SIGUSR1 received, 1613 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:04 2021] 1547 SIGUSR1 sent, 1623 SIRUSR2 sent, 1816 SIGUSR1 received, 1623 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:04 2021] 1547 SIGUSR1 sent, 1633 SIRUSR2 sent, 1816 SIGUSR1 received, 1633 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:05 2021] 1553 SIGUSR1 sent, 1637 SIRUSR2 sent, 1822 SIGUSR1 received, 1637 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:05 2021] 1563 SIGUSR1 sent, 1637 SIRUSR2 sent, 1832 SIGUSR1 received, 1637 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:05 2021] 1573 SIGUSR1 sent, 1637 SIRUSR2 sent, 1842 SIGUSR1 received, 1637 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:06 2021] 1583 SIGUSR1 sent, 1637 SIRUSR2 sent, 1852 SIGUSR1 received, 1637 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.079 sec between SIGUSR2
[Wed Apr 28 16:09:06 2021] 1593 SIGUSR1 sent, 1637 SIRUSR2 sent, 1862 SIGUSR1 received, 1637 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:07 2021] 1597 SIGUSR1 sent, 1643 SIRUSR2 sent, 1866 SIGUSR1 received, 1643 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:08 2021] 1598 SIGUSR1 sent, 1652 SIRUSR2 sent, 1867 SIGUSR1 received, 1652 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:08 2021] 1608 SIGUSR1 sent, 1652 SIRUSR2 sent, 1877 SIGUSR1 received, 1652 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:09 2021] 1609 SIGUSR1 sent, 1661 SIRUSR2 sent, 1878 SIGUSR1 received, 1661 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:10 2021] 1618 SIGUSR1 sent, 1662 SIRUSR2 sent, 1887 SIGUSR1 received, 1662 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:10 2021] 1628 SIGUSR1 sent, 1662 SIRUSR2 sent, 1897 SIGUSR1 received, 1662 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:10 2021] 1638 SIGUSR1 sent, 1662 SIRUSR2 sent, 1907 SIGUSR1 received, 1662 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:11 2021] 1644 SIGUSR1 sent, 1666 SIRUSR2 sent, 1913 SIGUSR1 received, 1666 SIGUSR2 received, avg 0.070 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:11 2021] 1644 SIGUSR1 sent, 1676 SIRUSR2 sent, 1913 SIGUSR1 received, 1676 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:12 2021] 1645 SIGUSR1 sent, 1685 SIRUSR2 sent, 1914 SIGUSR1 received, 1685 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:12 2021] 1655 SIGUSR1 sent, 1685 SIRUSR2 sent, 1924 SIGUSR1 received, 1685 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:13 2021] 1660 SIGUSR1 sent, 1690 SIRUSR2 sent, 1929 SIGUSR1 received, 1690 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:14 2021] 1660 SIGUSR1 sent, 1700 SIRUSR2 sent, 1929 SIGUSR1 received, 1700 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:15 2021] 1661 SIGUSR1 sent, 1709 SIRUSR2 sent, 1930 SIGUSR1 received, 1709 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:15 2021] 1671 SIGUSR1 sent, 1709 SIRUSR2 sent, 1940 SIGUSR1 received, 1709 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:15 2021] 1681 SIGUSR1 sent, 1709 SIRUSR2 sent, 1950 SIGUSR1 received, 1709 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:15 2021] 1691 SIGUSR1 sent, 1709 SIRUSR2 sent, 1960 SIGUSR1 received, 1709 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:15 2021] 1701 SIGUSR1 sent, 1709 SIRUSR2 sent, 1970 SIGUSR1 received, 1709 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.082 sec between SIGUSR2
[Wed Apr 28 16:09:16 2021] 1704 SIGUSR1 sent, 1716 SIRUSR2 sent, 1973 SIGUSR1 received, 1716 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:16 2021] 1704 SIGUSR1 sent, 1726 SIRUSR2 sent, 1973 SIGUSR1 received, 1726 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:17 2021] 1705 SIGUSR1 sent, 1735 SIRUSR2 sent, 1974 SIGUSR1 received, 1735 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:17 2021] 1715 SIGUSR1 sent, 1735 SIRUSR2 sent, 1984 SIGUSR1 received, 1735 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:18 2021] 1722 SIGUSR1 sent, 1738 SIRUSR2 sent, 1991 SIGUSR1 received, 1738 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:18 2021] 1722 SIGUSR1 sent, 1748 SIRUSR2 sent, 1991 SIGUSR1 received, 1748 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:19 2021] 1731 SIGUSR1 sent, 1749 SIRUSR2 sent, 2000 SIGUSR1 received, 1749 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.082 sec between SIGUSR2
[Wed Apr 28 16:09:20 2021] 1734 SIGUSR1 sent, 1756 SIRUSR2 sent, 2003 SIGUSR1 received, 1756 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.082 sec between SIGUSR2
[Wed Apr 28 16:09:20 2021] 1734 SIGUSR1 sent, 1766 SIRUSR2 sent, 2003 SIGUSR1 received, 1766 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:20 2021] 1734 SIGUSR1 sent, 1776 SIRUSR2 sent, 2003 SIGUSR1 received, 1776 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:20 2021] 1734 SIGUSR1 sent, 1786 SIRUSR2 sent, 2003 SIGUSR1 received, 1786 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:20 2021] 1734 SIGUSR1 sent, 1796 SIRUSR2 sent, 2003 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:20 2021] 1734 SIGUSR1 sent, 1806 SIRUSR2 sent, 2003 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.080 sec between SIGUSR2
[Wed Apr 28 16:09:21 2021] 1740 SIGUSR1 sent, 1810 SIRUSR2 sent, 2009 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:21 2021] 1750 SIGUSR1 sent, 1810 SIRUSR2 sent, 2019 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:21 2021] 1760 SIGUSR1 sent, 1810 SIRUSR2 sent, 2029 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:22 2021] 1770 SIGUSR1 sent, 1810 SIRUSR2 sent, 2039 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:22 2021] 1780 SIGUSR1 sent, 1810 SIRUSR2 sent, 2049 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.081 sec between SIGUSR2
[Wed Apr 28 16:09:23 2021] 1786 SIGUSR1 sent, 1814 SIRUSR2 sent, 2055 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.082 sec between SIGUSR2
[Wed Apr 28 16:09:23 2021] 1786 SIGUSR1 sent, 1824 SIRUSR2 sent, 2055 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.082 sec between SIGUSR2
[Wed Apr 28 16:09:24 2021] 1795 SIGUSR1 sent, 1825 SIRUSR2 sent, 2064 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:09:25 2021] 1798 SIGUSR1 sent, 1832 SIRUSR2 sent, 2067 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:09:26 2021] 1805 SIGUSR1 sent, 1835 SIRUSR2 sent, 2074 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:09:26 2021] 1815 SIGUSR1 sent, 1835 SIRUSR2 sent, 2084 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.083 sec between SIGUSR2
[Wed Apr 28 16:09:26 2021] 1825 SIGUSR1 sent, 1835 SIRUSR2 sent, 2094 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.084 sec between SIGUSR2
[Wed Apr 28 16:09:27 2021] 1835 SIGUSR1 sent, 1835 SIRUSR2 sent, 2104 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.084 sec between SIGUSR2
[Wed Apr 28 16:09:27 2021] 1835 SIGUSR1 sent, 1845 SIRUSR2 sent, 2104 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.084 sec between SIGUSR2
[Wed Apr 28 16:09:27 2021] 1835 SIGUSR1 sent, 1855 SIRUSR2 sent, 2104 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.084 sec between SIGUSR2
[Wed Apr 28 16:09:28 2021] 1842 SIGUSR1 sent, 1858 SIRUSR2 sent, 2111 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:09:29 2021] 1852 SIGUSR1 sent, 1858 SIRUSR2 sent, 2121 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:09:29 2021] 1862 SIGUSR1 sent, 1858 SIRUSR2 sent, 2131 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.085 sec between SIGUSR2
[Wed Apr 28 16:09:30 2021] 1865 SIGUSR1 sent, 1865 SIRUSR2 sent, 2134 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:09:31 2021] 1871 SIGUSR1 sent, 1869 SIRUSR2 sent, 2140 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:09:31 2021] 1881 SIGUSR1 sent, 1869 SIRUSR2 sent, 2150 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:09:31 2021] 1891 SIGUSR1 sent, 1869 SIRUSR2 sent, 2160 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:09:31 2021] 1901 SIGUSR1 sent, 1869 SIRUSR2 sent, 2170 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.086 sec between SIGUSR2
[Wed Apr 28 16:09:31 2021] 1911 SIGUSR1 sent, 1869 SIRUSR2 sent, 2180 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:09:32 2021] 1912 SIGUSR1 sent, 1878 SIRUSR2 sent, 2181 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.071 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:09:32 2021] 1912 SIGUSR1 sent, 1888 SIRUSR2 sent, 2181 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:09:33 2021] 1914 SIGUSR1 sent, 1896 SIRUSR2 sent, 2183 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:09:33 2021] 1924 SIGUSR1 sent, 1896 SIRUSR2 sent, 2193 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.087 sec between SIGUSR2
[Wed Apr 28 16:09:34 2021] 1931 SIGUSR1 sent, 1899 SIRUSR2 sent, 2200 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:09:34 2021] 1931 SIGUSR1 sent, 1909 SIRUSR2 sent, 2200 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.088 sec between SIGUSR2
[Wed Apr 28 16:09:35 2021] 1940 SIGUSR1 sent, 1910 SIRUSR2 sent, 2209 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1918 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1928 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1938 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1948 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1958 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1968 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.072 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:36 2021] 1942 SIGUSR1 sent, 1978 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:37 2021] 1942 SIGUSR1 sent, 1988 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.089 sec between SIGUSR2
[Wed Apr 28 16:09:37 2021] 1942 SIGUSR1 sent, 1998 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:09:37 2021] 1942 SIGUSR1 sent, 2008 SIRUSR2 sent, 2211 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:09:38 2021] 1949 SIGUSR1 sent, 2011 SIRUSR2 sent, 2218 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:09:38 2021] 1959 SIGUSR1 sent, 2011 SIRUSR2 sent, 2228 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.090 sec between SIGUSR2
[Wed Apr 28 16:09:39 2021] 1963 SIGUSR1 sent, 2017 SIRUSR2 sent, 2232 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.073 sec between SIGUSR1, avg 0.091 sec between SIGUSR2
