[Wed Apr 28 16:13:43 2021] 5070 SIGUSR1 sent, 4870 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.178 sec between SIGUSR1, avg 0.227 sec between SIGUSR2
[Wed Apr 28 16:13:43 2021] 5070 SIGUSR1 sent, 4880 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.178 sec between SIGUSR1, avg 0.227 sec between SIGUSR2
[Wed Apr 28 16:13:44 2021] 5072 SIGUSR1 sent, 4888 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.178 sec between SIGUSR1, avg 0.227 sec between SIGUSR2
[Wed Apr 28 16:13:44 2021] 5082 SIGUSR1 sent, 4888 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.178 sec between SIGUSR1, avg 0.227 sec between SIGUSR2
[Wed Apr 28 16:13:44 2021] 5092 SIGUSR1 sent, 4888 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.178 sec between SIGUSR1, avg 0.227 sec between SIGUSR2
[Wed Apr 28 16:13:45 2021] 5094 SIGUSR1 sent, 4896 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.179 sec between SIGUSR1, avg 0.228 sec between SIGUSR2
[Wed Apr 28 16:13:46 2021] 5095 SIGUSR1 sent, 4905 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.179 sec between SIGUSR1, avg 0.228 sec between SIGUSR2
[Wed Apr 28 16:13:46 2021] 5105 SIGUSR1 sent, 4905 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.179 sec between SIGUSR1, avg 0.229 sec between SIGUSR2
[Wed Apr 28 16:13:47 2021] 5107 SIGUSR1 sent, 4913 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.229 sec between SIGUSR2
[Wed Apr 28 16:13:48 2021] 5107 SIGUSR1 sent, 4923 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.229 sec between SIGUSR2
[Wed Apr 28 16:13:48 2021] 5107 SIGUSR1 sent, 4933 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.229 sec between SIGUSR2
[Wed Apr 28 16:13:48 2021] 5107 SIGUSR1 sent, 4943 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.229 sec between SIGUSR2
[Wed Apr 28 16:13:48 2021] 5107 SIGUSR1 sent, 4953 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.230 sec between SIGUSR2
[Wed Apr 28 16:13:48 2021] 5107 SIGUSR1 sent, 4963 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.230 sec between SIGUSR2
[Wed Apr 28 16:13:49 2021] 5116 SIGUSR1 sent, 4964 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.230 sec between SIGUSR2
[Wed Apr 28 16:13:49 2021] 5126 SIGUSR1 sent, 4964 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.180 sec between SIGUSR1, avg 0.230 sec between SIGUSR2
[Wed Apr 28 16:13:50 2021] 5134 SIGUSR1 sent, 4966 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.181 sec between SIGUSR1, avg 0.230 sec between SIGUSR2
[Wed Apr 28 16:13:50 2021] 5134 SIGUSR1 sent, 4976 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.181 sec between SIGUSR1, avg 0.231 sec between SIGUSR2
[Wed Apr 28 16:13:51 2021] 5137 SIGUSR1 sent, 4983 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.181 sec between SIGUSR1, avg 0.231 sec between SIGUSR2
[Wed Apr 28 16:13:51 2021] 5147 SIGUSR1 sent, 4983 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.181 sec between SIGUSR1, avg 0.231 sec between SIGUSR2
[Wed Apr 28 16:13:52 2021] 5148 SIGUSR1 sent, 4992 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5155 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5165 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5175 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5185 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5195 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5205 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:53 2021] 5215 SIGUSR1 sent, 4995 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.232 sec between SIGUSR2
[Wed Apr 28 16:13:54 2021] 5217 SIGUSR1 sent, 5003 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.233 sec between SIGUSR2
[Wed Apr 28 16:13:54 2021] 5217 SIGUSR1 sent, 5013 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.182 sec between SIGUSR1, avg 0.233 sec between SIGUSR2
[Wed Apr 28 16:13:54 2021] 5217 SIGUSR1 sent, 5023 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.183 sec between SIGUSR1, avg 0.233 sec between SIGUSR2
[Wed Apr 28 16:13:55 2021] 5217 SIGUSR1 sent, 5033 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.183 sec between SIGUSR1, avg 0.233 sec between SIGUSR2
[Wed Apr 28 16:13:55 2021] 5217 SIGUSR1 sent, 5043 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.183 sec between SIGUSR1, avg 0.233 sec between SIGUSR2
[Wed Apr 28 16:13:56 2021] 5221 SIGUSR1 sent, 5049 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.183 sec between SIGUSR1, avg 0.234 sec between SIGUSR2
[Wed Apr 28 16:13:56 2021] 5231 SIGUSR1 sent, 5049 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.184 sec between SIGUSR1, avg 0.234 sec between SIGUSR2
[Wed Apr 28 16:13:57 2021] 5233 SIGUSR1 sent, 5057 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.184 sec between SIGUSR1, avg 0.235 sec between SIGUSR2
[Wed Apr 28 16:13:58 2021] 5239 SIGUSR1 sent, 5061 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.184 sec between SIGUSR1, avg 0.235 sec between SIGUSR2
[Wed Apr 28 16:13:59 2021] 5244 SIGUSR1 sent, 5066 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.235 sec between SIGUSR2
[Wed Apr 28 16:13:59 2021] 5244 SIGUSR1 sent, 5076 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.236 sec between SIGUSR2
[Wed Apr 28 16:13:59 2021] 5244 SIGUSR1 sent, 5086 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.236 sec between SIGUSR2
[Wed Apr 28 16:13:59 2021] 5244 SIGUSR1 sent, 5096 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.236 sec between SIGUSR2
[Wed Apr 28 16:14:00 2021] 5252 SIGUSR1 sent, 5098 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.236 sec between SIGUSR2
[Wed Apr 28 16:14:00 2021] 5262 SIGUSR1 sent, 5098 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.236 sec between SIGUSR2
[Wed Apr 28 16:14:01 2021] 5268 SIGUSR1 sent, 5102 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.185 sec between SIGUSR1, avg 0.237 sec between SIGUSR2
[Wed Apr 28 16:14:01 2021] 5268 SIGUSR1 sent, 5112 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.186 sec between SIGUSR1, avg 0.237 sec between SIGUSR2
[Wed Apr 28 16:14:02 2021] 5275 SIGUSR1 sent, 5115 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.186 sec between SIGUSR1, avg 0.237 sec between SIGUSR2
[Wed Apr 28 16:14:03 2021] 5285 SIGUSR1 sent, 5115 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.186 sec between SIGUSR1, avg 0.238 sec between SIGUSR2
[Wed Apr 28 16:14:04 2021] 5293 SIGUSR1 sent, 5117 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.238 sec between SIGUSR2
[Wed Apr 28 16:14:04 2021] 5293 SIGUSR1 sent, 5127 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.238 sec between SIGUSR2
[Wed Apr 28 16:14:04 2021] 5293 SIGUSR1 sent, 5137 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.238 sec between SIGUSR2
[Wed Apr 28 16:14:04 2021] 5293 SIGUSR1 sent, 5147 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.238 sec between SIGUSR2
[Wed Apr 28 16:14:04 2021] 5293 SIGUSR1 sent, 5157 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.239 sec between SIGUSR2
[Wed Apr 28 16:14:05 2021] 5295 SIGUSR1 sent, 5165 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.239 sec between SIGUSR2
[Wed Apr 28 16:14:05 2021] 5305 SIGUSR1 sent, 5165 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.239 sec between SIGUSR2
[Wed Apr 28 16:14:05 2021] 5315 SIGUSR1 sent, 5165 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.187 sec between SIGUSR1, avg 0.239 sec between SIGUSR2
[Wed Apr 28 16:14:06 2021] 5321 SIGUSR1 sent, 5169 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.188 sec between SIGUSR1, avg 0.239 sec between SIGUSR2
[Wed Apr 28 16:14:06 2021] 5321 SIGUSR1 sent, 5179 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.188 sec between SIGUSR1, avg 0.240 sec between SIGUSR2
[Wed Apr 28 16:14:07 2021] 5325 SIGUSR1 sent, 5185 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.188 sec between SIGUSR1, avg 0.240 sec between SIGUSR2
[Wed Apr 28 16:14:08 2021] 5335 SIGUSR1 sent, 5185 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.188 sec between SIGUSR1, avg 0.240 sec between SIGUSR2
[Wed Apr 28 16:14:08 2021] 5335 SIGUSR1 sent, 5195 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5343 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5353 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5363 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5373 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5383 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5393 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:09 2021] 5403 SIGUSR1 sent, 5197 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:10 2021] 5410 SIGUSR1 sent, 5200 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.241 sec between SIGUSR2
[Wed Apr 28 16:14:10 2021] 5410 SIGUSR1 sent, 5210 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.189 sec between SIGUSR1, avg 0.242 sec between SIGUSR2
[Wed Apr 28 16:14:10 2021] 5410 SIGUSR1 sent, 5220 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.190 sec between SIGUSR1, avg 0.242 sec between SIGUSR2
[Wed Apr 28 16:14:10 2021] 5410 SIGUSR1 sent, 5230 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.190 sec between SIGUSR1, avg 0.242 sec between SIGUSR2
[Wed Apr 28 16:14:11 2021] 5410 SIGUSR1 sent, 5240 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.190 sec between SIGUSR1, avg 0.242 sec between SIGUSR2
[Wed Apr 28 16:14:11 2021] 5410 SIGUSR1 sent, 5250 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.190 sec between SIGUSR1, avg 0.242 sec between SIGUSR2
[Wed Apr 28 16:14:12 2021] 5417 SIGUSR1 sent, 5253 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.190 sec between SIGUSR1, avg 0.243 sec between SIGUSR2
[Wed Apr 28 16:14:13 2021] 5426 SIGUSR1 sent, 5254 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.191 sec between SIGUSR1, avg 0.243 sec between SIGUSR2
[Wed Apr 28 16:14:13 2021] 5426 SIGUSR1 sent, 5264 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.191 sec between SIGUSR1, avg 0.244 sec between SIGUSR2
[Wed Apr 28 16:14:14 2021] 5435 SIGUSR1 sent, 5265 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.191 sec between SIGUSR1, avg 0.244 sec between SIGUSR2
[Wed Apr 28 16:14:15 2021] 5437 SIGUSR1 sent, 5273 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.244 sec between SIGUSR2
[Wed Apr 28 16:14:15 2021] 5437 SIGUSR1 sent, 5283 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.244 sec between SIGUSR2
[Wed Apr 28 16:14:15 2021] 5437 SIGUSR1 sent, 5293 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.245 sec between SIGUSR2
[Wed Apr 28 16:14:15 2021] 5437 SIGUSR1 sent, 5303 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.245 sec between SIGUSR2
[Wed Apr 28 16:14:16 2021] 5446 SIGUSR1 sent, 5304 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.245 sec between SIGUSR2
[Wed Apr 28 16:14:16 2021] 5456 SIGUSR1 sent, 5304 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.245 sec between SIGUSR2
[Wed Apr 28 16:14:17 2021] 5462 SIGUSR1 sent, 5308 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.192 sec between SIGUSR1, avg 0.245 sec between SIGUSR2
[Wed Apr 28 16:14:17 2021] 5462 SIGUSR1 sent, 5318 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.193 sec between SIGUSR1, avg 0.246 sec between SIGUSR2
[Wed Apr 28 16:14:18 2021] 5462 SIGUSR1 sent, 5328 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.193 sec between SIGUSR1, avg 0.246 sec between SIGUSR2
[Wed Apr 28 16:14:19 2021] 5465 SIGUSR1 sent, 5335 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.193 sec between SIGUSR1, avg 0.247 sec between SIGUSR2
[Wed Apr 28 16:14:20 2021] 5473 SIGUSR1 sent, 5337 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.247 sec between SIGUSR2
[Wed Apr 28 16:14:20 2021] 5473 SIGUSR1 sent, 5347 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.247 sec between SIGUSR2
[Wed Apr 28 16:14:20 2021] 5473 SIGUSR1 sent, 5357 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.247 sec between SIGUSR2
[Wed Apr 28 16:14:20 2021] 5473 SIGUSR1 sent, 5367 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.247 sec between SIGUSR2
[Wed Apr 28 16:14:20 2021] 5473 SIGUSR1 sent, 5377 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.247 sec between SIGUSR2
[Wed Apr 28 16:14:20 2021] 5473 SIGUSR1 sent, 5387 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.248 sec between SIGUSR2
[Wed Apr 28 16:14:21 2021] 5479 SIGUSR1 sent, 5391 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.248 sec between SIGUSR2
[Wed Apr 28 16:14:21 2021] 5489 SIGUSR1 sent, 5391 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.248 sec between SIGUSR2
[Wed Apr 28 16:14:21 2021] 5499 SIGUSR1 sent, 5391 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.194 sec between SIGUSR1, avg 0.248 sec between SIGUSR2
[Wed Apr 28 16:14:22 2021] 5502 SIGUSR1 sent, 5398 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.195 sec between SIGUSR1, avg 0.248 sec between SIGUSR2
[Wed Apr 28 16:14:22 2021] 5502 SIGUSR1 sent, 5408 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.195 sec between SIGUSR1, avg 0.249 sec between SIGUSR2
[Wed Apr 28 16:14:23 2021] 5509 SIGUSR1 sent, 5411 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.195 sec between SIGUSR1, avg 0.249 sec between SIGUSR2
[Wed Apr 28 16:14:24 2021] 5517 SIGUSR1 sent, 5413 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.195 sec between SIGUSR1, avg 0.249 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5517 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5527 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5537 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5547 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5557 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5567 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5577 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:25 2021] 5587 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:26 2021] 5597 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:26 2021] 5607 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.250 sec between SIGUSR2
[Wed Apr 28 16:14:26 2021] 5617 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.196 sec between SIGUSR1, avg 0.251 sec between SIGUSR2
[Wed Apr 28 16:14:26 2021] 5627 SIGUSR1 sent, 5423 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.197 sec between SIGUSR1, avg 0.251 sec between SIGUSR2
[Wed Apr 28 16:14:27 2021] 5632 SIGUSR1 sent, 5428 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.197 sec between SIGUSR1, avg 0.251 sec between SIGUSR2
[Wed Apr 28 16:14:27 2021] 5632 SIGUSR1 sent, 5438 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.197 sec between SIGUSR1, avg 0.251 sec between SIGUSR2
[Wed Apr 28 16:14:28 2021] 5635 SIGUSR1 sent, 5445 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.197 sec between SIGUSR1, avg 0.252 sec between SIGUSR2
[Wed Apr 28 16:14:28 2021] 5645 SIGUSR1 sent, 5445 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.197 sec between SIGUSR1, avg 0.252 sec between SIGUSR2
[Wed Apr 28 16:14:29 2021] 5649 SIGUSR1 sent, 5451 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.198 sec between SIGUSR1, avg 0.252 sec between SIGUSR2
[Wed Apr 28 16:14:30 2021] 5653 SIGUSR1 sent, 5457 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.198 sec between SIGUSR1, avg 0.253 sec between SIGUSR2
[Wed Apr 28 16:14:31 2021] 5660 SIGUSR1 sent, 5460 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.198 sec between SIGUSR1, avg 0.253 sec between SIGUSR2
[Wed Apr 28 16:14:31 2021] 5660 SIGUSR1 sent, 5470 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.199 sec between SIGUSR1, avg 0.253 sec between SIGUSR2
[Wed Apr 28 16:14:31 2021] 5660 SIGUSR1 sent, 5480 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.199 sec between SIGUSR1, avg 0.253 sec between SIGUSR2
[Wed Apr 28 16:14:31 2021] 5660 SIGUSR1 sent, 5490 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.199 sec between SIGUSR1, avg 0.254 sec between SIGUSR2
[Wed Apr 28 16:14:32 2021] 5661 SIGUSR1 sent, 5499 SIRUSR2 sent, 2290 SIGUSR1 received, 1795 SIGUSR2 received, avg 0.199 sec between SIGUSR1, avg 0.254 sec between SIGUSR2
